,game_title,platform,year,genre,publisher,north_america,europe,japan,rest_of_world,global,review
0,Wii Sports,Wii,2006,Sports,Nintendo,40.43,28.39,3.77,8.54,81.12,76.28
1,Super Mario Bros.,NES,1985,Platform,Nintendo,29.08,3.58,6.81,0.77,40.24,91.0
2,Mario Kart Wii,Wii,2008,Racing,Nintendo,14.5,12.22,3.63,3.21,33.55,82.07
3,Wii Sports Resort,Wii,2009,Sports,Nintendo,14.82,10.51,3.18,3.01,31.52,82.65
4,Tetris,GB,1989,Puzzle,Nintendo,23.2,2.26,4.22,0.5799999999999998,30.26,88.0
5,New Super Mario Bros.,DS,2006,Platform,Nintendo,10.85,8.87,6.48,2.88,29.08,90.0
6,Wii Play,Wii,2006,Misc,Nintendo,13.83,9.11,2.93,2.84,28.71,61.64
7,Duck Hunt,NES,1984,Shooter,Nintendo,26.93,0.63,0.28,0.47,28.31,84.0
8,New Super Mario Bros. Wii,Wii,2009,Platform,Nintendo,13.35,6.48,4.66,2.25,26.75,88.18
9,Nintendogs,DS,2005,Simulation,Nintendo,9.02,10.81,1.93,2.73,24.5,85.0
10,Pokémon Gold / Silver Version,GB,1999,Role-Playing,Nintendo,9.0,6.18,7.2,0.71,23.1,89.0
11,Wii Fit,Wii,2007,Sports,Nintendo,8.91,8.15,3.6,2.08,22.74,81.2
12,Mario Kart DS,DS,2005,Racing,Nintendo,9.34,7.12,4.11,1.9,22.47,91.34
13,Wii Fit Plus,Wii,2009,Sports,Nintendo,8.82,7.94,2.53,1.86,21.15,80.83
14,Grand Theft Auto: San Andreas,PS2,2004,Action,Take-Two Interactive,9.43,8.48,0.41,2.49,20.81,95.08
15,Super Mario World,SNES,1990,Platform,Nintendo,12.78,3.75,3.54,0.55,20.61,94.0
16,Brain Age: Train Your Brain in Minutes a Day,DS,2005,Misc,Nintendo,4.72,9.1,4.16,2.04,20.02,78.05
17,Kinect Adventures!,X360,2010,Misc,Microsoft Game Studios,13.5,4.34,0.24,1.82,19.9,65.39
18,Super Mario Land,GB,1989,Platform,Nintendo,10.83,2.71,4.18,0.42,18.14,82.0
19,Pokémon Diamond / Pearl Version,DS,2006,Role-Playing,Nintendo,6.32,4.34,6.04,1.35,18.05,90.0
20,Super Mario Bros. 3,NES,1988,Platform,Nintendo,9.54,3.44,3.84,0.46,17.28,93.0
21,Grand Theft Auto: Vice City,PS2,2002,Action,Take-Two Interactive,8.41,5.49,0.47,1.78,16.15,94.43
22,Pokémon Ruby / Sapphire Version,GBA,2002,Role-Playing,Nintendo,6.06,3.9,5.38,0.5,15.85,86.0
23,Brain Age 2: More Training in Minutes a Day,DS,2005,Misc,Nintendo,3.41,5.32,5.32,1.18,15.24,79.61
24,Gran Turismo 3: A-Spec,PS2,2001,Racing,Sony Computer Entertainment,6.85,4.99,1.87,1.16,14.88,94.47
25,Call of Duty: Modern Warfare 3,X360,2011,Shooter,Activision,9.23,4.09,0.12,1.43,14.87,88.49
26,Pokémon Yellow: Special Pikachu Edition,GB,1998,Role-Playing,Nintendo,5.89,5.04,3.12,0.59,14.64,88.0
27,Pokémon Black / White Version,DS,2010,Role-Playing,Nintendo,5.3,2.81,5.64,0.89,14.64,85.88
28,Call of Duty: Black Ops,X360,2010,Shooter,Activision,9.08,3.42,0.1,1.3,13.9,87.56
29,Grand Theft Auto III,PS2,2001,Action,Take-Two Interactive,6.99,4.51,0.3,1.3,13.1,91.0
30,Call of Duty: Modern Warfare 2,X360,2009,Shooter,Activision,8.27,3.39,0.08,1.26,13.0,93.57
31,Call of Duty: Modern Warfare 3,PS3,2011,Shooter,Activision,5.46,4.7,0.47,2.02,12.65,88.1
32,Super Mario 64,N64,1996,Platform,Nintendo,6.91,2.85,1.91,0.23,11.89,93.0
33,Call of Duty: Black Ops,PS3,2010,Shooter,Activision,5.67,3.96,0.47,1.79,11.88,88.36
34,Call of Duty: Black Ops II,X360,2012,Shooter,Activision,7.25,3.42,0.04,1.14,11.85,87.56
35,Animal Crossing: Wild World,DS,2005,Simulation,Nintendo,2.43,3.25,5.33,0.84,11.84,86.27
36,Halo 3,X360,2007,Shooter,Microsoft Game Studios,7.72,2.71,0.13,1.18,11.75,93.53
37,Super Smash Bros. Brawl,Wii,2008,Fighting,Nintendo,5.9,2.28,2.47,0.93,11.58,93.0
38,Pokémon Heart Gold / Soul Silver Version,DS,2009,Role-Playing,Nintendo,4.2,2.59,3.96,0.77,11.51,87.81
39,Gran Turismo 4,PS2,2004,Racing,Sony Computer Entertainment,3.01,5.63,1.1,1.62,11.36,89.41
40,The Sims,PC,2000,Simulation,Electronic Arts,11.22,0.01,0.0,0.0,11.23,89.8
41,Super Mario Land 2: 6 Golden Coins,GB,1992,Platform,Nintendo,6.16,2.04,2.69,0.2899999999999999,11.18,85.0
42,Gran Turismo,PS,1997,Racing,Sony Computer Entertainment,4.22,3.87,2.54,0.52,11.15,88.0
43,Super Mario Galaxy,Wii,2007,Platform,Nintendo,5.69,3.14,1.2,0.72,10.76,92.0
44,Super Mario All-Stars,SNES,1993,Platform,Nintendo,5.99,2.15,2.12,0.2899999999999999,10.55,93.0
45,Pokémon FireRed / LeafGreen Version,GBA,2004,Role-Playing,Nintendo,4.34,2.65,3.15,0.35,10.49,87.0
46,Grand Theft Auto IV,X360,2008,Action,Take-Two Interactive,6.21,2.85,0.13,0.99,10.18,91.0
47,Call of Duty: Modern Warfare 2,PS3,2009,Shooter,Activision,4.85,3.36,0.38,1.53,10.12,93.42
48,Super Mario 64 DS,DS,2004,Platform,Nintendo,4.81,2.93,1.25,0.95,9.94,88.0
49,Mario Kart 64,N64,1996,Racing,Nintendo,5.55,1.94,2.23,0.15,9.87,87.01
50,Call of Duty: Black Ops II,PS3,2012,Shooter,Activision,4.19,3.67,0.44,1.56,9.86,82.57
51,Just Dance 3,Wii,2011,Misc,Ubisoft,5.63,3.17,0.0,0.98,9.78,79.0
52,Final Fantasy VII,PS,1997,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72,92.1
53,Grand Theft Auto IV,PS3,2008,Action,Take-Two Interactive,4.39,3.38,0.39,1.5,9.66,91.0
54,Halo: Reach,X360,2010,Shooter,Microsoft Game Studios,6.69,1.79,0.08,0.84,9.4,91.79
55,Just Dance 2,Wii,2010,Misc,Ubisoft,5.68,2.78,0.01,0.91,9.39,78.0
56,Gran Turismo 2,PS,1999,Racing,Sony Computer Entertainment,3.88,3.29,1.69,0.5,9.36,92.42
57,Donkey Kong Country,SNES,1994,Platform,Nintendo,4.36,1.71,3.0,0.23,9.3,90.0
58,Call of Duty 4: Modern Warfare,X360,2007,Shooter,Activision,5.62,2.26,0.13,0.87,8.87,94.16
59,Gran Turismo 5,PS3,2010,Racing,Sony Computer Entertainment,2.22,4.21,0.8,1.59,8.82,84.33
60,Super Mario Kart,SNES,1992,Racing,Nintendo,3.54,1.24,3.81,0.18,8.76,90.0
61,Mario Party DS,DS,2007,Misc,Nintendo,4.27,1.75,1.98,0.7,8.69,72.17
62,Halo 2,XB,2004,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49,94.57
63,Super Mario 3D Land,3DS,2011,Platform,Nintendo,3.71,2.14,1.84,0.54,8.23,88.0
64,Wii Party,Wii,2010,Misc,Nintendo,1.68,3.28,2.46,0.67,8.09,70.44
65,GoldenEye 007,N64,1997,Shooter,Nintendo,5.8,2.01,0.13,0.15,8.09,94.59
66,Final Fantasy X,PS2,2001,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05,91.73
67,Myst,PC,1994,Adventure,Red Orb,4.91,2.79,0.0,0.33,8.029999999999998,84.0
68,Halo 4,X360,2012,Shooter,Microsoft Game Studios,5.46,1.72,0.04,0.72,7.94,87.48
69,Mario Party 8,Wii,2007,Misc,Nintendo,3.68,1.95,1.58,0.68,7.9,63.04
70,Mario & Sonic at the Olympic Games,Wii,2007,Sports,Nintendo,2.55,3.76,0.66,0.9,7.87,74.0
71,Final Fantasy VIII,PS,1999,Role-Playing,Square,2.28,1.72,3.63,0.23,7.86,89.17
72,Mario Kart 7,3DS,2011,Racing,Nintendo,2.95,2.24,2.03,0.49,7.71,85.17
73,The Legend of Zelda: Ocarina of Time,N64,1998,Adventure,Nintendo,4.1,1.89,1.45,0.16,7.6,97.0
74,Pokémon Platinum Version,DS,2008,Role-Playing,Nintendo,2.68,1.62,2.69,0.53,7.52,89.0
75,Grand Theft Auto: Liberty City Stories,PSP,2005,Action,Take-Two Interactive,2.84,2.7,0.24,1.69,7.47,87.54
76,Super Mario Bros. 2,NES,1988,Platform,Nintendo,5.39,1.18,0.7,0.19,7.46,82.0
77,Need for Speed Underground,PS2,2003,Racing,Electronic Arts,3.27,2.83,0.08,1.02,7.2,85.0
78,Tekken 3,PS,1998,Fighting,Sony Computer Entertainment,3.27,2.22,1.4,0.2899999999999999,7.16,96.3
79,The Elder Scrolls V: Skyrim,X360,2011,Role-Playing,Bethesda Softworks,3.96,2.36,0.09,0.71,7.11,93.0
80,Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,4.41,1.04,1.39,0.22,7.07,93.0
81,Super Mario Galaxy 2,Wii,2010,Platform,Nintendo,3.38,2.04,0.98,0.61,7.01,90.0
82,Just Dance,Wii,2009,Misc,Ubisoft,3.32,2.9,0.0,0.74,6.96,68.0
83,Mario Kart: Double Dash!!,GC,2003,Racing,Nintendo,4.12,1.77,0.87,0.19,6.95,86.0
84,Call of Duty: World at War,X360,2008,Shooter,Activision,4.49,1.77,0.0,0.66,6.92,85.57
85,Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,85.0
86,Medal of Honor: Frontline,PS2,2002,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83,87.0
87,The Legend of Zelda: Twilight Princess,Wii,2006,Adventure,Nintendo,3.56,1.94,0.6,0.66,6.76,94.58
88,Battlefield 3,X360,2011,Shooter,Electronic Arts,4.06,1.95,0.05,0.65,6.7,84.9
89,Gears of War 2,X360,2008,Shooter,Microsoft Game Studios,4.03,1.87,0.06,0.64,6.6,93.32
90,Big Brain Academy,DS,2005,Misc,Nintendo,1.65,2.7,1.6,0.61,6.56,75.73
91,The Legend of Zelda,NES,1986,Adventure,Nintendo,3.74,0.93,1.69,0.14,6.51,89.0
92,Halo: Combat Evolved,XB,2001,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,95.54
93,Pokémon Emerald Version,GBA,2004,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,6.41,86.0
94,Pokémon Crystal Version,GB,2000,Role-Playing,Nintendo,2.55,1.56,1.29,0.99,6.39,88.0
95,Pokemon Black / White Version 2,DS,2012,Role-Playing,Nintendo,1.99,1.09,2.97,0.34,6.38,81.31
96,FIFA Soccer 12,PS3,2011,Sports,Electronic Arts,0.78,4.02,0.11,1.41,6.32,84.0
97,Super Mario Sunshine,GC,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,85.0
98,Street Fighter II: The World Warrior,SNES,1992,Fighting,Capcom,2.47,0.83,2.87,0.12,6.3,92.0
99,Zumba Fitness,Wii,2010,Sports,505 Games,3.21,2.44,0.0,0.66,6.3,51.0
100,Call of Duty 4: Modern Warfare,PS3,2007,Shooter,Activision,2.93,2.12,0.28,0.97,6.3,93.54
101,Battlefield 3,PS3,2011,Shooter,Electronic Arts,2.52,2.44,0.3,1.02,6.27,84.71
102,Driver,PS,1999,Action,GT Interactive,3.11,2.8,0.02,0.33,6.27,87.52
103,World of Warcraft,PC,2004,Role-Playing,Activision,3.96,2.29,0.0,0.0,6.25,91.89
104,FIFA Soccer 13,PS3,2012,Action,Electronic Arts,0.84,3.88,0.08,1.36,6.16,80.0
105,Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,4.19,1.29,0.06,0.6,6.14,84.77
106,Uncharted 2: Among Thieves,PS3,2009,Action,Sony Computer Entertainment,3.04,1.95,0.21,0.92,6.13,95.0
107,Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,95.04
108,Sonic the Hedgehog 2,GEN,1992,Platform,Sega,4.47,1.2,0.16,0.19,6.03,90.0
109,Metal Gear Solid,PS,1998,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,93.75
110,Gears of War,X360,2006,Shooter,Microsoft Game Studios,3.48,1.84,0.07,0.6,5.99,91.49
111,Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,1.88,1.19,2.33,0.54,5.95,90.77
112,Donkey Kong Country Returns,Wii,2010,Platform,Nintendo,2.85,1.56,1.03,0.49,5.92,88.0
113,Kingdom Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,3.64,1.2,0.94,0.07,5.85,91.0
114,Resident Evil 2,PS,1998,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,93.13
115,Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,3.72,1.46,0.07,0.54,5.8,91.49
116,Uncharted 3: Drake's Deception,PS3,2011,Action,Sony Computer Entertainment,2.43,2.19,0.19,0.93,5.75,91.0
117,Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,Konami Digital Entertainment,2.54,1.59,0.83,0.78,5.75,93.53
118,Tekken 2,PS,1996,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,86.0
119,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,Nintendo,0.54,0.63,4.35,0.15,5.67,87.98
120,New Super Mario Bros. 2,3DS,2012,Platform,Nintendo,1.94,1.41,1.98,0.31,5.64,78.4
121,Tetris,NES,1988,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,86.0
122,Super Smash Bros.,N64,1999,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,89.0
123,Kinect Sports,X360,2010,Sports,Microsoft Game Studios,3.47,1.51,0.03,0.53,5.54,76.0
124,Super Mario Advance,GBA,2001,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,82.0
125,Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,83.0
126,Red Dead Redemption,X360,2010,Action,Take-Two Interactive,3.19,1.65,0.09,0.53,5.46,93.0
127,Super Mario World: Super Mario Advance 2,GBA,2001,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46,93.0
128,Cooking Mama,DS,2006,Simulation,505 Games,2.93,1.88,0.07,0.57,5.46,67.67
129,Pokémon Stadium,N64,1999,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45,73.0
130,Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,70.12
131,Red Dead Redemption,PS3,2010,Action,Take-Two Interactive,2.36,2.02,0.17,0.83,5.37,93.0
132,Assassin's Creed II,PS3,2009,Action,Ubisoft,2.3,1.99,0.21,0.86,5.36,90.71
133,Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,0.44,0.49,4.13,0.31,5.35,82.12
134,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,2.89,1.83,0.1,0.53,5.35,92.26
135,Dr. Mario,GB,1989,Puzzle,Nintendo,2.18,0.96,2.0,0.2,5.34,77.0
136,Just Dance 4,Wii,2012,Misc,Ubisoft,3.03,1.78,0.0,0.51,5.32,57.0
137,Pokémon Pinball,GB,1999,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,80.0
138,Final Fantasy IX,PS,2000,Role-Playing,Square,1.62,0.77,2.78,0.14,5.3,83.0
139,Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,86.25
140,Donkey Kong 64,N64,1999,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,88.0
141,Assassin's Creed,X360,2007,Adventure,Ubisoft,3.1,1.57,0.07,0.53,5.27,82.92
142,Tomb Raider II,PS,1997,Adventure,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,82.71
143,Madden NFL 2004,PS2,2003,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23,87.0
144,Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,91.0
145,Super Mario Advance 4: Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,90.0
146,Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,85.0
147,LittleBigPlanet,PS3,2008,Platform,Sony Computer Entertainment,2.6,1.61,0.17,0.78,5.15,91.0
148,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,90.0
149,Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,73.0
150,Kirby's Dream Land,GB,1992,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,81.0
151,Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,73.0
152,Guitar Hero II,PS2,2006,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,90.0
153,Assassin's Creed II,X360,2009,Action,Ubisoft,2.87,1.6,0.08,0.52,5.08,90.01
154,Super Mario Bros. Deluxe,GB,1999,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,93.0
155,Professor Layton and the Curious Village,DS,2007,Adventure,Nintendo,1.18,2.34,1.03,0.51,5.06,89.0
156,LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,3.25,1.33,0.0,0.48,5.06,83.0
157,Resident Evil,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,88.0
158,Tony Hawk's Pro Skater,PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02,89.0
159,Mario & Sonic at the Olympic Games,DS,2008,Sports,Nintendo,1.61,2.39,0.44,0.57,5.01,73.0
160,Warzone 2100,PS,1999,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,73.37
161,Spyro the Dragon,PS,1998,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,86.0
162,Call of Duty: World at War,PS3,2008,Shooter,Activision,2.51,1.71,0.0,0.77,4.99,85.04
163,Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,1.05,0.01,0.43,4.98,86.0
164,Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.03,1.18,0.2899999999999999,0.47,4.97,76.0
165,The Legend of Zelda: Phantom Hourglass,DS,2007,Adventure,Nintendo,1.79,1.74,0.95,0.47,4.95,90.0
166,Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,1.57,1.05,1.87,0.45,4.94,84.15
167,Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,85.15
168,FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,0.57,3.22,0.06,1.06,4.91,86.0
169,Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.42,0.99,0.05,0.44,4.91,80.23
170,Pokémon Mystery Dungeon: Explorers of Time / Darkness,DS,2007,Role-Playing,Nintendo,1.81,1.16,1.54,0.37,4.89,84.0
171,Diddy Kong Racing,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,81.0
172,Dr. Mario,NES,1990,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,82.0
173,Resident Evil 5,PS3,2009,Action,Capcom,1.84,1.32,1.08,0.61,4.84,87.11
174,Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,91.78
175,Grand Theft Auto: Vice City Stories,PSP,2006,Action,Take-Two Interactive,1.66,1.82,0.16,1.12,4.76,87.54
176,Driver 2,PS,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,69.2
177,Assassin's Creed III,PS3,2012,Action,Ubisoft,2.15,1.69,0.13,0.74,4.71,85.56
178,The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,77.87
179,Tony Hawk's Pro Skater 2,PS,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68,92.0
180,The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,83.24
181,Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,90.02
182,The Legend of Zelda: A Link to the Past,SNES,1991,Adventure,Nintendo,2.42,0.91,1.15,0.13,4.61,94.0
183,The Legend of Zelda: The Wind Waker,GC,2002,Adventure,Nintendo,2.6,0.99,0.89,0.13,4.6,94.43
184,Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,2.13,1.58,0.12,0.72,4.55,89.0
185,God of War III,PS3,2010,Action,Sony Computer Entertainment,2.66,1.17,0.12,0.5799999999999998,4.53,92.63
186,Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.8,1.87,0.09,0.78,4.53,79.3
187,Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,89.0
188,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.0,1.09,0.0,0.43,4.53,88.0
189,The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,1.76,1.81,0.2,0.75,4.51,90.0
190,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.56,1.46,0.03,0.45,4.49,90.55
191,Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.48
192,Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,75.63
193,FIFA Soccer 13,X360,2012,Action,Electronic Arts,0.91,3.0,0.01,0.56,4.48,81.0
194,Dragon Warrior VII,PS,2000,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,80.54
195,LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.7,1.31,0.0,0.44,4.45,82.0
196,God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,93.69
197,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.77,1.01,1.32,0.35,4.44,73.54
198,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,84.0
199,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86.31
200,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.09,0.88,0.01,0.41,4.39,86.0
201,Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,79.0
202,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Nintendo,1.83,1.84,0.22,0.47,4.37,78.0
203,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,89.0
204,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1.66,1.84,0.11,0.75,4.36,76.2
205,Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,87.0
206,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.54,1.27,0.01,0.42,4.24,70.0
207,Namco Museum,GBA,2001,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,72.08
208,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,1.53,0.83,0.41,4.23,91.77
209,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.01,1.45,0.09,0.65,4.21,90.43
210,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,94.75
211,FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,78.73
212,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,77.0
213,Assassin's Creed III,X360,2012,Action,Ubisoft,2.48,1.27,0.02,0.41,4.18,84.81
214,Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,81.0
215,Frogger,PS,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,72.0
216,Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,87.0
217,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.6,1.67,0.14,0.72,4.13,86.0
218,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,91.0
219,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.25,1.79,0.57,0.51,4.12,79.81999999999998
220,Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,94.02
221,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.44,1.16,0.11,0.4,4.11,88.5
222,FIFA 07 Soccer,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,81.4
223,Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,86.0
224,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.5799999999999998,1.12,0.17,4.07,93.0
225,Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.36,0.98,0.0,0.72,4.07,86.45
226,God of War II,PS2,2007,Action,Capcom,2.32,1.3,0.04,0.41,4.07,92.79
227,FIFA Soccer 12,X360,2011,Sports,Electronic Arts,0.79,2.74,0.02,0.51,4.06,84.0
228,World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,88.49
229,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,70.0
230,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.75
231,Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.5799999999999998,0.64,0.04,4.03,89.0
232,Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,2.69,0.86,0.09,0.37,4.02,92.85
233,Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,71.0
234,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.31,1.25,0.03,0.4,3.99,88.0
235,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.42,0.0,0.0,3.99,91.01
236,World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,Activision,2.41,1.58,0.0,0.0,3.99,85.0
237,Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,68.0
238,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.49,0.96,0.13,0.37,3.95,94.0
239,Professor Layton and the Diabolical Box,DS,2007,Adventure,Nintendo,0.8,1.83,0.92,0.38,3.94,88.0
240,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,1.76,1.68,0.05,0.42,3.92,90.66
241,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.03,1.42,0.05,0.41,3.92,59.23
242,Donkey Kong Land,GB,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,76.0
243,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.06,1.41,0.03,0.4,3.91,79.20999999999998
244,Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,88.0
245,StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.19,1.21,0.0,0.48,3.89,91.0
